Traditional	Simplified	Pinyin	English	Zhuyin	Level
來得及	来得及	láidejí	to have enough time; can do it in time; can still make it		4
來源	来源	láiyuán	source (of information etc), origin		4
老公	老公	lǎogōng	(coll.) husband; (coll.) eunuch, see also 老公[lao3 gong1]		4
老家	老家	lǎojiā	native place, place of origin, home state or region		4
老婆	老婆	lǎopo	(coll.) wife		4
老實	老实	lǎoshi	honest; sincere, well-behaved, naive; gullible		4
樂趣	乐趣	lèqù	delight; pleasure; joy		4
淚	泪	lèi	(bound form) tears; teardrops		4
淚水	泪水	lèishuǐ	teardrop, tears		4
類型	类型	lèixíng	type; kind; category, (computer programming) type		4
冷靜	冷静	lěngjìng	calm; cool-headed; dispassionate, (of a place) deserted; quiet		4
釐米	厘米	límǐ	centimeter		4
離不開	离不开	lí bu kāi	inseparable, inevitably linked to		4
力氣	力气	lìqi	physical strength		4
歷史	历史	lìshǐ	history, CL:門|门[men2],段[duan4]		4
立即	立即	lìjí	immediately		4
利息	利息	lìxī	interest (on a loan), CL:筆|笔[bi3]		4
利益	利益	lìyì	benefit, (in sb's) interest, CL:個|个[ge4]		4
倆	俩	liǎ	two (colloquial equivalent of 兩個|两个), both, some; used in 伎倆|伎俩[ji4 liang3]		4
良好	良好	liánghǎo	good, favorable, well, fine		4
量	量	liáng	to measure; capacity, quantity, amount, to estimate, abbr. for 量詞|量词[liang4 ci2], classifier (in Chinese grammar), measure word		4
糧食	粮食	liángshi	foodstuff, cereals, CL:種|种[zhong3]		4
兩邊	两边	liǎngbiān	either side; both sides		4
療養	疗养	liáoyǎng	to get well, to heal, to recuperate, to convalesce, convalescence, to nurse		4
了不起	了不起	liǎobuqǐ	amazing, terrific, extraordinary		4
了解|瞭解	了解	liǎojiě	to understand, to realize, to find out; to understand, to realize, to find out		4
列	列	liè	to arrange, to line up, file, series, (in data tables) column, (Tw) row		4
列車	列车	lièchē	(railway) train		4
列入	列入	lièrù	to include on a list		4
列為	列为	lièwéi	to be classified as		4
臨時	临时	línshí	as the time draws near, at the last moment, temporary, interim, ad hoc		4
零食	零食	língshí	snack; nibbles		4
流傳	流传	liúchuán	to spread, to circulate, to hand down		4
樓梯	楼梯	lóutī	stair, staircase, CL:個|个[ge4]		4
陸地	陆地	lùdì	dry land (as opposed to the sea)		4
陸續	陆续	lùxù	in turn, successively, one after the other, bit by bit		4
錄取	录取	lùqǔ	to accept an applicant (prospective student, employee etc) who passes an entrance exam, to admit (a student), to hire (a job candidate)		4
律師	律师	lǜshī	lawyer		4
輪	轮	lún	wheel; disk; ring, steamship, to take turns; to rotate, classifier for big round objects: disk, or recurring events: round, turn		4
輪船	轮船	lúnchuán	steamship; steamer; steamboat, CL:艘[sou1]		4
輪椅	轮椅	lúnyǐ	wheelchair		4
輪子	轮子	lúnzi	wheel, (derog.) Falun Gong practitioner, CL:個|个[ge4]		4
論文	论文	lùnwén	paper, treatise, thesis, CL:篇[pian1], to discuss a paper or thesis (old)		4
落	落	luò	to leave out, to be missing, to leave behind or forget to bring, to lag or fall behind; colloquial reading for 落[luo4] in certain compounds; to fall or drop, (of the sun) to set, (of a tide) to go out, to lower, to decline or sink, to lag or fall behind, to fall onto, to rest with, to get or receive, to write down, whereabouts, settlement		4
毛巾	毛巾	máojīn	towel, CL:條|条[tiao2]		4
毛衣	毛衣	máoyī	(wool) sweater, CL:件[jian4]		4
帽子	帽子	màozi	hat, cap, (fig.) label, bad name, CL:頂|顶[ding3]		4
沒錯	没错	méi cuò	that's right, sure!, rest assured!, that's good, can't go wrong		4
沒法兒	没法儿	méifǎr	(coll.) can't do anything about it, (coll.) there's no way that ...; it's simply not credible that ..., (coll.) couldn't be (better) (i.e. simply wonderful)		4
沒想到	没想到	méi xiǎngdào	didn't expect		4
美金	美金	měijīn	US dollar, USD		4
美女	美女	měinǚ	beautiful woman		4
夢	梦	mèng	dream (CL:場|场[chang2],個|个[ge4]), (bound form) to dream		4
夢見	梦见	mèngjiàn	to dream about (sth or sb), to see in a dream		4
夢想	梦想	mèngxiǎng	(fig.) to dream of, dream		4
秘密	秘密	mìmì	secret; private; confidential; clandestine, a secret (CL:個|个[ge4])		4
秘書	秘书	mìshū	secretary		4
密	密	mì	surname Mi, name of an ancient state; dense; close; thick, intimate; close, (bound form) secret; confidential, (Internet slang) to send a private message to (sb); to DM		4
密碼	密码	mìmǎ	cipher; secret code, password; PIN		4
密切	密切	mìqiè	close, familiar, intimate, closely (related), to foster close ties, to pay close attention		4
免費	免费	miǎnfèi	free (of charge)		4
面臨	面临	miànlín	to face sth; to be confronted with		4
面試	面试	miànshì	to be interviewed (as a candidate), interview		4
描述	描述	miáoshù	to describe, description		4
描寫	描写	miáoxiě	to describe; to depict; to portray, depiction; portrayal		4
名牌兒	名牌儿	míngpáir	erhua variant of 名牌[ming2 pai2]		4
名片	名片	míngpiàn	(business) card		4
名人	名人	míngrén	personage, celebrity		4
摸	摸	mō	to feel with the hand, to touch, to stroke, to grope, to steal, to abstract; variant of 摹[mo2]		4
模特兒	模特儿	mótèr	(fashion) model (loanword)		4
模型	模型	móxíng	model, mold, matrix, pattern		4
末	末	mò	variant of 麼|么[me5]; tip, end, final stage, latter part, inessential detail, powder, dust, opera role of old man		4
默默	默默	mòmò	in silence; not speaking		4
哪怕	哪怕	nǎpà	even, even if, even though, no matter how		4
哪	哪	na	"how, which; (emphatic sentence-final particle, used instead of 啊[a5] after a word ending in ""n""); used in 哪吒[Ne2 zha1], Taiwan pr. [nuo2]"		4
男女	男女	nánnǚ	male-female, male and female		4
男士	男士	nánshì	man, gentleman		4
難免	难免	nánmiǎn	hard to avoid, difficult to escape from, will inevitably		4
腦袋	脑袋	nǎodai	head, skull, brains, mental capability, CL:顆|颗[ke1],個|个[ge4]		4
鬧	闹	nào	variant of 鬧|闹[nao4]; noisy, cacophonous, to make noise, to disturb, to vent (feelings), to fall ill, to have an attack (of sickness), to go in (for some activity), to joke		4
鬧鐘	闹钟	nàozhōng	alarm clock		4
內部	内部	nèibù	interior, inside (part, section), internal		4
內科	内科	nèikē	internal medicine; general medicine		4
能幹	能干	nénggàn	capable, competent		4
寧靜	宁静	níngjìng	tranquil, tranquility, serenity		4
濃	浓	nóng	concentrated, dense, strong (smell etc)		4
女士	女士	nǚshì	lady, madam, CL:個|个[ge4],位[wei4], Miss, Ms		4
暖氣	暖气	nuǎnqì	central heating, heater, warm air		4
拍照	拍照	pāizhào	to take a picture		4
排列	排列	páiliè	to arrange in order, (math.) permutation		4
牌	牌	pái	signboard; plaque; plate; tablet (CL:塊|块[kuai4]), brand; trademark (CL:個|个[ge4]), mahjong tile; domino; playing card (CL:張|张[zhang1]), (bound form) fixed pattern for lyrics or set melody in classical poetry or music (used in 詞牌|词牌[ci2 pai2] and 曲牌[qu3 pai2])		4
盤	盘	pán	tray; plate; dish, (finance) (bound form) market prices, (computing) (bound form) disk, to coil (a rope, pigtail etc), to check; to examine; to investigate, to transfer; to sell (property), to shift; to move (sth big and heavy), classifier for things resembling a plate or dish, classifier for coils, classifier for games or matches (chess, table tennis etc)		4
盤子	盘子	pánzi	tray, plate, dish, CL:個|个[ge4]		4
胖子	胖子	pàngzi	fat person, fatty		4
培訓	培训	péixùn	to cultivate, to train, to groom, training		4
培訓班	培训班	péixùnbān	training class		4
培養	培养	péiyǎng	to cultivate, to breed, to foster, to nurture, to educate, to groom (for a position), education, fostering, culture (biology)		4
培育	培育	péiyù	to train, to breed		4
批	批	pī	to ascertain, to act on, to criticize, to pass on, classifier for batches, lots, military flights, tier (for the ranking of universities and colleges)		4
批	批	pī	to ascertain, to act on, to criticize, to pass on, classifier for batches, lots, military flights, tier (for the ranking of universities and colleges)		4
片面	片面	piànmiàn	unilateral, one-sided		4
品質	品质	pǐnzhì	"character, intrinsic quality (of a person), quality (of a product or service, or as in ""quality of life"", ""air quality"" etc)"		4
平方	平方	píngfāng	square (as in square foot, square mile, square root)		4
平靜	平静	píngjìng	tranquil, undisturbed, serene		4
平均	平均	píngjūn	average; on average, evenly; in equal proportions		4
平穩	平稳	píngwěn	smooth; steady		4
迫切	迫切	pòqiè	urgent; pressing		4
破產	破产	pòchǎn	to go bankrupt, to become impoverished, bankruptcy		4
妻子	妻子	qīzi	wife and children; wife		4
期待	期待	qīdài	to look forward to, to await, expectation		4
期間	期间	qījiān	period of time, time, time period, period, CL:個|个[ge4]		4
期末	期末	qīmò	the end of a term or semester (in school)		4
期限	期限	qīxiàn	time limit, deadline, allotted time		4
期中	期中	qīzhōng	interim, midterm		4
其餘	其余	qíyú	the rest, the others, remaining, remainder, apart from them		4
企業	企业	qǐyè	company; firm; enterprise; corporation, CL:家[jia1]		4
氣球	气球	qìqiú	balloon		4
汽水	汽水	qìshuǐ	soda pop; carbonated soft drink		4
汽油	汽油	qìyóu	gasoline		4
器官	器官	qìguān	(physiology) organ; apparatus		4
前頭	前头	qiántou	in front, at the head, ahead, above		4
前途	前途	qiántú	prospects, future outlook, journey		4
淺	浅	qiǎn	sound of moving water; shallow, light (color)		4
巧克力	巧克力	qiǎokèlì	chocolate (loanword), CL:塊|块[kuai4]		4
切	切	qiē	to cut; to slice; to carve, (math) tangential; definitely; absolutely (not), (scoffing or dismissive interjection) Yeah, right.; Tut!, to grind, (bound form) close to, (bound form) eager, to correspond to, (used to indicate that the fanqie 反切[fan3 qie4] system should be applied to the previous two characters)		4
親愛	亲爱	qīn'ài	dear, beloved, darling		4
親密	亲密	qīnmì	intimate, close		4
青春	青春	qīngchūn	youth, youthfulness		4
輕鬆	轻松	qīngsōng	light, gentle, relaxed, effortless, uncomplicated, to relax, to take things less seriously		4
輕易	轻易	qīngyì	easy; simple, rashly; offhandedly		4
清醒	清醒	qīngxǐng	clear-headed, sober, awake		4
情景	情景	qíngjǐng	scene; spectacle, circumstances; situation		4
窮	穷	qióng	poor, destitute, to use up, to exhaust, thoroughly, extremely, (coll.) persistently and pointlessly		4
窮人	穷人	qióngrén	poor people, the poor		4
秋季	秋季	qiūjì	autumn, fall		4
趨勢	趋势	qūshì	trend; tendency		4
圈	圈	quān	to confine, to lock up, to pen in; livestock enclosure; pen; fold; sty; circle; ring; loop (CL:個|个[ge4]), classifier for loops, orbits, laps of race etc, to surround; to circle		4
權利	权利	quánlì	right (i.e. an entitlement to sth), (classical) power and wealth		4
卻	却	què	old variant of 卻|却[que4]; but, yet, however, while, to go back, to decline, to retreat, nevertheless, even though		4
確認	确认	quèrèn	to confirm, to verify, confirmation		4
然而	然而	rán'ér	however; but; yet		4
燃料	燃料	ránliào	fuel		4
燃燒	燃烧	ránshāo	to ignite, to combust, to burn, combustion, flaming		4
熱鬧	热闹	rènao	bustling with noise and excitement, lively		4
熱心	热心	rèxīn	enthusiastic; ardent; zealous		4
人家	人家	rénjia	"household, dwelling, family, sb else's house, household business, house of woman's husband-to-be, CL:戶|户[hu4],家[jia1]; other people, sb else, he, she or they, I, me (referring to oneself as ""one"" or ""people"")"		4
日記	日记	rìjì	diary, CL:則|则[ze2],本[ben3],篇[pian1]		4
日曆	日历	rìlì	calendar, CL:張|张[zhang1],本[ben3]		4
如今	如今	rújīn	nowadays; now		4
弱	弱	ruò	weak; feeble, young, inferior; not as good as, (following a decimal or fraction) slightly less than		4
傘	伞	sǎn	umbrella, parasol, CL:把[ba3]; damask silk, variant of 傘|伞[san3]		4
散	散	sàn	variant of 散[san4]; scattered, loose, to come loose, to fall apart, leisurely, powdered medicine; to scatter, to break up (a meeting etc), to disperse, to disseminate, to dispel, (coll.) to sack		4
掃	扫	sǎo	to sweep (with a brush or broom), to sweep away; to wipe out; to get rid of, to sweep (one's eyes etc) over; to scan; (bound form) a (large) broom		4
色	色	sè	color, CL:種|种[zhong3], look, appearance, sex; (coll.) color, used in 色子[shai3 zi5]		4
色彩	色彩	sècǎi	tint; coloring; coloration, (fig.) flavor; character		4
森林	森林	sēnlín	forest, CL:片[pian4]		4
曬	晒	shài	"variant of 曬|晒[shai4]; (of the sun) to shine on, to bask in (the sunshine), to dry (clothes, grain etc) in the sun, (fig.) to expose and share (one's experiences and thoughts) on the Web (loanword from ""share""), (coll.) to give the cold shoulder to"		4
閃	闪	shǎn	"surname Shan; to dodge, to duck out of the way, to beat it, shaken (by a fall), to sprain, to pull a muscle, lightning, spark, a flash, to flash (across one's mind), to leave behind, (Internet slang) (of a display of affection) ""dazzlingly"" saccharine"		4
閃電	闪电	shǎndiàn	lightning, CL:道[dao4]		4
善良	善良	shànliáng	good and honest, kindhearted		4
善於	善于	shànyú	to be good at; to be adept at		4
傷害	伤害	shānghài	to injure; to harm		4
商務	商务	shāngwù	commercial affairs, commercial, commerce, business		4
賞	赏	shǎng	to bestow (a reward), to give (to an inferior), to hand down, a reward (bestowed by a superior), to appreciate (beauty)		4
上個月	上个月	shàng ge yuè	last month		4
上樓	上楼	shàng lóu	to go upstairs		4
上門	上门	shàngmén	to drop in, to visit, to lock a door, (of a shop) to close, to go and live with one's wife's family, in effect becoming a member of her family		4
燒	烧	shāo	to burn, to cook, to stew, to bake, to roast, to heat, to boil (tea, water etc), fever, to run a temperature, (coll.) to let things go to one's head		4
